participant_index,ParticipantPrivateID,TrialNumber,Vb_pre,Vb_post,BeliefStrength,delta,eta,feedback,TruePrior,InstructedPrior,FinalBelief,V_true,V_instructed
1,15938034,27,0.6195433020577944,0.6282407192559325,0.2390866041155888,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6195433020577944,0.3804566979422056
1,15938034,28,0.6282407192559325,0.6150764656973569,0.256481438511865,1.0332432127927482,-0.9126606619025001,0,1,2,1,0.6282407192559325,0.3717592807440675
1,15938034,29,0.6150764656973569,0.622995425717275,0.2301529313947137,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6150764656973569,0.38492353430264314
1,15938034,30,0.622995425717275,0.6303806866286982,0.2459908514345499,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.622995425717275,0.37700457428272505
1,15938034,31,0.6303806866286982,0.6190403026519766,0.26076137325739634,1.0332432127927482,-0.9126606619025001,0,1,2,1,0.6303806866286982,0.3696193133713018
1,15938034,32,0.6190403026519766,0.6257940719779463,0.23808060530395325,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6190403026519766,0.3809596973480234
1,15938034,33,0.6257940719779463,0.6321252301317306,0.2515881439558927,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6257940719779463,0.37420592802205366
1,15938034,34,0.6321252301317306,0.6380691582438907,0.2642504602634612,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6321252301317306,0.3678747698682694
1,15938034,35,0.6380691582438907,0.6436574283082515,0.2761383164877813,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6380691582438907,0.36193084175610934
1,15938034,36,0.6436574283082515,0.6489183028520086,0.2873148566165029,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6436574283082515,0.35634257169174854
1,15938034,37,0.6489183028520086,0.6401400605738858,0.29783660570401715,1.0332432127927482,-0.9126606619025001,0,1,2,1,0.6489183028520086,0.3510816971479914
1,15938034,38,0.6401400605738858,0.6449881489994659,0.2802801211477717,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6401400605738858,0.35985993942611416
1,15938034,39,0.6449881489994659,0.6495683931775716,0.28997629799893176,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6449881489994659,0.3550118510005341
1,15938034,40,0.6495683931775716,0.6418800623063782,0.2991367863551433,1.0332432127927482,-0.9126606619025001,0,1,2,1,0.6495683931775716,0.35043160682242835
1,15938034,41,0.6418800623063782,0.6461099975519742,0.28376012461275635,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6418800623063782,0.3581199376936218
1,15938034,42,0.6461099975519742,0.6390947005107744,0.29221999510394836,1.0332432127927482,-0.9126606619025001,0,1,2,1,0.6461099975519742,0.3538900024480258
1,15938034,43,0.6390947005107744,0.6430048544557809,0.2781894010215489,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6390947005107744,0.36090529948922556
1,15938034,44,0.6430048544557809,0.6467164623564656,0.28600970891156186,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6430048544557809,0.3569951455442191
1,15938034,45,0.6467164623564656,0.6405300366727059,0.29343292471293125,1.0332432127927482,-0.9126606619025001,0,1,2,1,0.6467164623564656,0.3532835376435344
1,15938034,46,0.6405300366727059,0.6439666932471183,0.28106007334541183,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6405300366727059,0.3594699633272941
1,15938034,47,0.6439666932471183,0.6472363214735932,0.2879333864942366,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6439666932471183,0.3560333067528817
1,15938034,48,0.6472363214735932,0.6503491841314452,0.29447264294718645,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6472363214735932,0.3527636785264068
1,15938034,49,0.6503491841314452,0.6533147429016852,0.3006983682628903,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6503491841314452,0.34965081586855484
1,15938034,50,0.6533147429016852,0.6561417351009969,0.30662948580337046,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6533147429016852,0.34668525709831477
1,15938034,51,0.6561417351009969,0.6512261428500387,0.3122834702019939,1.0332432127927482,-0.9126606619025001,0,1,2,1,0.6561417351009969,0.34385826489900306
1,15938034,52,0.6512261428500387,0.6538516428313995,0.3024522857000773,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6512261428500387,0.34877385714996134
1,15938034,53,0.6538516428313995,0.649323788080028,0.30770328566279903,1.0332432127927482,-0.9126606619025001,0,1,2,1,0.6538516428313995,0.3461483571686005
1,15938034,54,0.649323788080028,0.6449978848631118,0.298647576160056,1.0332432127927482,-0.9126606619025001,0,1,2,1,0.649323788080028,0.350676211919972
1,15938034,55,0.6449978848631118,0.6408628798170677,0.28999576972622365,1.0332432127927482,-0.9126606619025001,0,1,2,1,0.6449978848631118,0.3550021151368882
1,15938034,56,0.6408628798170677,0.6369084785651439,0.2817257596341354,1.0332432127927482,-0.9126606619025001,0,1,2,1,0.6408628798170677,0.3591371201829323
1,15938034,57,0.6369084785651439,0.6391514613755586,0.27381695713028775,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6369084785651439,0.3630915214348561
1,15938034,58,0.6391514613755586,0.6412983775099337,0.2783029227511171,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6391514613755586,0.36084853862444144
1,15938034,59,0.6412983775099337,0.6433541930021035,0.28259675501986736,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6412983775099337,0.3587016224900663
1,15938034,60,0.6433541930021035,0.6453235546372715,0.286708386004207,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6433541930021035,0.3566458069978965
1,15938034,61,0.6453235546372715,0.6472108151341301,0.29064710927454307,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6453235546372715,0.35467644536272847
1,15938034,62,0.6472108151341301,0.6440301026492385,0.2944216302682603,1.0332432127927482,-0.9126606619025001,0,1,2,1,0.6472108151341301,0.35278918486586985
1,15938034,63,0.6440301026492385,0.6457875501241397,0.2880602052984771,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6440301026492385,0.35596989735076146
1,15938034,64,0.6457875501241397,0.6428405699288119,0.2915751002482794,1.0332432127927482,-0.9126606619025001,0,1,2,1,0.6457875501241397,0.3542124498758603
1,15938034,65,0.6428405699288119,0.6444777562603077,0.2856811398576238,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6428405699288119,0.3571594300711881
1,15938034,66,0.6444777562603077,0.6460493235810092,0.28895551252061535,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6444777562603077,0.3555222437396923
1,15938034,67,0.6460493235810092,0.6475583482961511,0.2920986471620184,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6460493235810092,0.3539506764189908
1,15938034,68,0.6475583482961511,0.6450066996368012,0.2951166965923022,1.0332432127927482,-0.9126606619025001,0,1,2,1,0.6475583482961511,0.3524416517038489
1,15938034,69,0.6450066996368012,0.6464135885692089,0.2900133992736025,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6450066996368012,0.35499330036319876
1,15938034,70,0.6464135885692089,0.6440443486516462,0.2928271771384179,1.0332432127927482,-0.9126606619025001,0,1,2,1,0.6464135885692089,0.35358641143079106
1,15938034,71,0.6440443486516462,0.6453564107666002,0.28808869730329234,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6440443486516462,0.35595565134835383
1,15938034,72,0.6453564107666002,0.6466179129882894,0.29071282153320044,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6453564107666002,0.3546435892333998
1,15938034,73,0.6466179129882894,0.647831086022792,0.2932358259765788,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6466179129882894,0.3533820870117106
1,15938034,74,0.647831086022792,0.6489980426330407,0.2956621720455841,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.647831086022792,0.35216891397720795
1,15938034,75,0.6489980426330407,0.6470099047828545,0.29799608526608146,1.0332432127927482,-0.9126606619025001,0,1,2,1,0.6489980426330407,0.35100195736695927
1,15938034,76,0.6470099047828545,0.6480990513497358,0.29401980956570894,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6470099047828545,0.3529900952171455
1,15938034,77,0.6480990513497358,0.6491473581106232,0.29619810269947155,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6480990513497358,0.3519009486502642
1,15938034,78,0.6491473581106232,0.6501565500899528,0.29829471622124637,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6491473581106232,0.3508526418893768
1,15938034,79,0.6501565500899528,0.648427755606654,0.30031310017990553,1.0332432127927482,-0.9126606619025001,0,1,2,1,0.6501565500899528,0.34984344991004723
1,15938034,80,0.648427755606654,0.6467628628680425,0.296855511213308,1.0332432127927482,-0.9126606619025001,0,1,2,1,0.648427755606654,0.351572244393346
1,15938034,81,0.6467628628680425,0.6476766838298462,0.29352572573608504,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6467628628680425,0.3532371371319575
1,15938034,82,0.6476766838298462,0.6485570230800587,0.29535336765969245,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6476766838298462,0.3523233161701538
1,15938034,83,0.6485570230800587,0.6494052421835564,0.2971140461601174,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6485570230800587,0.3514429769199413
1,15938034,84,0.6494052421835564,0.6479554199798643,0.2988104843671129,1.0332432127927482,-0.9126606619025001,0,1,2,1,0.6494052421835564,0.35059475781644356
1,15938034,85,0.6479554199798643,0.6487478639982918,0.29591083995972856,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6479554199798643,0.3520445800201357
1,15938034,86,0.6487478639982918,0.6495117331417445,0.2974957279965835,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6487478639982918,0.35125213600170824
1,15938034,87,0.6495117331417445,0.65024815876768,0.29902346628348897,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6495117331417445,0.3504882668582555
1,15938034,88,0.65024815876768,0.650958220697712,0.3004963175353601,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.65024815876768,0.34975184123231995
1,15938034,89,0.650958220697712,0.6497360427346323,0.30191644139542406,1.0332432127927482,-0.9126606619025001,0,1,2,1,0.650958220697712,0.34904177930228797
1,15938034,90,0.6497360427346323,0.6485573230944043,0.2994720854692645,1.0332432127927482,-0.9126606619025001,0,1,2,1,0.6497360427346323,0.35026395726536774
1,15938034,91,0.6485573230944043,0.6474203817151086,0.29711464618880856,1.0332432127927482,-0.9126606619025001,0,1,2,1,0.6485573230944043,0.3514426769055957
1,15938034,92,0.6474203817151086,0.6480437139532496,0.29484076343021726,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6474203817151086,0.35257961828489137
1,15938034,93,0.6480437139532496,0.6486450880274504,0.2960874279064991,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6480437139532496,0.35195628604675044
1,15938034,94,0.6486450880274504,0.6476190532957381,0.2972901760549007,1.0332432127927482,-0.9126606619025001,0,1,2,1,0.6486450880274504,0.35135491197254964
1,15938034,95,0.6476190532957381,0.6481813087263418,0.2952381065914762,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6476190532957381,0.3523809467042619
1,15938034,96,0.6481813087263418,0.6472236208473197,0.29636261745268366,1.0332432127927482,-0.9126606619025001,0,1,2,1,0.6481813087263418,0.35181869127365817
1,15938034,97,0.6472236208473197,0.6477493644179926,0.2944472416946393,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6472236208473197,0.35277637915268034
1,15938034,98,0.6477493644179926,0.6482568392695667,0.29549872883598516,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6477493644179926,0.3522506355820074
1,15938034,99,0.6482568392695667,0.6473919554056743,0.29651367853913335,1.0332432127927482,-0.9126606619025001,0,1,2,1,0.6482568392695667,0.3517431607304333
1,15938034,100,0.6473919554056743,0.6478665563127936,0.2947839108113486,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6473919554056743,0.3526080445943257
1,15938034,101,0.6478665563127936,0.6483247838728775,0.2957331126255871,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6478665563127936,0.35213344368720645
1,15938034,102,0.6483247838728775,0.6475434223553475,0.296649567745755,1.0332432127927482,-0.9126606619025001,0,1,2,1,0.6483247838728775,0.3516752161271225
1,15938034,103,0.6475434223553475,0.647972031553586,0.2950868447106949,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6475434223553475,0.35245657764465255
1,15938034,104,0.647972031553586,0.6472421053965531,0.2959440631071719,1.0332432127927482,-0.9126606619025001,0,1,2,1,0.647972031553586,0.35202796844641404
1,15938034,105,0.6472421053965531,0.6476430467698175,0.29448421079310627,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6472421053965531,0.35275789460344686
1,15938034,106,0.6476430467698175,0.6469610497986023,0.2952860935396351,1.0332432127927482,-0.9126606619025001,0,1,2,1,0.6476430467698175,0.35235695323018246
1,15938034,107,0.6469610497986023,0.6463022903962711,0.2939220995972045,1.0332432127927482,-0.9126606619025001,0,1,2,1,0.6469610497986023,0.35303895020139775
1,15938034,108,0.6463022903962711,0.6466655895152627,0.29260458079254215,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6463022903962711,0.3536977096037289
1,15938034,109,0.6466655895152627,0.6470165548732263,0.2933311790305253,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6466655895152627,0.35333441048473735
1,15938034,110,0.6470165548732263,0.6473556257699377,0.2940331097464526,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6470165548732263,0.3529834451267737
1,15938034,111,0.6473556257699377,0.6476832245239063,0.2947112515398753,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6473556257699377,0.35264437423006234
1,15938034,112,0.6476832245239063,0.6479997572144329,0.2953664490478125,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6476832245239063,0.35231677547609375
1,15938034,113,0.6479997572144329,0.6474603319751905,0.29599951442886585,1.0332432127927482,-0.9126606619025001,0,1,2,1,0.6479997572144329,0.3520002427855671
1,15938034,114,0.6474603319751905,0.6477565343509545,0.29492066395038097,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6474603319751905,0.3525396680248095
1,15938034,115,0.6477565343509545,0.6472521989907554,0.29551306870190897,1.0332432127927482,-0.9126606619025001,0,1,2,1,0.6477565343509545,0.3522434656490455
1,15938034,116,0.6472521989907554,0.6475293940607417,0.29450439798151073,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6472521989907554,0.35274780100924463
1,15938034,117,0.6475293940607417,0.647797294201892,0.29505878812148345,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6475293940607417,0.3524706059392583
1,15938034,118,0.647797294201892,0.6473410077429207,0.29559458840378405,1.0332432127927482,-0.9126606619025001,0,1,2,1,0.647797294201892,0.352202705798108
1,15938034,119,0.6473410077429207,0.6475917387162178,0.2946820154858414,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6473410077429207,0.3526589922570793
1,15938034,120,0.6475917387162178,0.6478340945837449,0.29518347743243556,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6475917387162178,0.3524082612837822
1,15938034,121,0.6478340945837449,0.6474212002308491,0.2956681891674897,1.0332432127927482,-0.9126606619025001,0,1,2,1,0.6478340945837449,0.35216590541625514
1,15938034,122,0.6474212002308491,0.6476480419558106,0.2948424004616983,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6474212002308491,0.35257879976915085
1,15938034,123,0.6476480419558106,0.6478673330393463,0.2952960839116212,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6476480419558106,0.3523519580441894
1,15938034,124,0.6478673330393463,0.6480793327884096,0.2957346660786926,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6478673330393463,0.3521326669606537
1,15938034,125,0.6480793327884096,0.6477177416048907,0.29615866557681914,1.0332432127927482,-0.9126606619025001,0,1,2,1,0.6480793327884096,0.35192066721159043
1,15938034,126,0.6477177416048907,0.6473681481630391,0.2954354832097814,1.0332432127927482,-0.9126606619025001,0,1,2,1,0.6477177416048907,0.3522822583951093
1,15938034,127,0.6473681481630391,0.6475602888943368,0.29473629632607823,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6473681481630391,0.3526318518369609
1,15938034,128,0.6475602888943368,0.647746066741782,0.2951205777886736,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6475602888943368,0.3524397111056632
1,15938034,129,0.647746066741782,0.6479256981264909,0.29549213348356407,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.647746066741782,0.35225393325821797
1,15938034,130,0.6479256981264909,0.6476194549445843,0.29585139625298185,1.0332432127927482,-0.9126606619025001,0,1,2,1,0.6479256981264909,0.3520743018735091
1,15938034,131,0.6476194549445843,0.6477876200740315,0.29523890988916857,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6476194549445843,0.3523805450554157
1,15938034,132,0.6477876200740315,0.6479502359602433,0.2955752401480629,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6477876200740315,0.35221237992596854
1,15938034,133,0.6479502359602433,0.6481074900910982,0.2959004719204865,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6479502359602433,0.35204976403975674
1,15938034,134,0.6481074900910982,0.6478391691418721,0.2962149801821965,1.0332432127927482,-0.9126606619025001,0,1,2,1,0.6481074900910982,0.35189250990890175
1,15938034,135,0.6478391691418721,0.6479863956322204,0.29567833828374424,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6478391691418721,0.3521608308581279
1,15938034,136,0.6479863956322204,0.6481287788886371,0.29597279126444076,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6479863956322204,0.3520136043677796
1,15938034,137,0.6481287788886371,0.6478857927064073,0.29625755777727414,1.0332432127927482,-0.9126606619025001,0,1,2,1,0.6481287788886371,0.35187122111136293
1,15938034,138,0.6478857927064073,0.6480191027241581,0.2957715854128147,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6478857927064073,0.35211420729359266
1,15938034,139,0.6480191027241581,0.6477916909507118,0.29603820544831616,1.0332432127927482,-0.9126606619025001,0,1,2,1,0.6480191027241581,0.3519808972758419
1,15938034,140,0.6477916909507118,0.6479165093943319,0.2955833819014235,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6477916909507118,0.35220830904928824
1,15938034,141,0.6479165093943319,0.6480372354869853,0.29583301878866375,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6479165093943319,0.3520834906056681
1,15938034,142,0.6480372354869853,0.6481540058039417,0.29607447097397066,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6480372354869853,0.35196276451301467
1,15938034,143,0.6481540058039417,0.6482669522091928,0.29630801160788334,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6481540058039417,0.35184599419605833
1,15938034,144,0.6482669522091928,0.6483762020277117,0.2965339044183857,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6482669522091928,0.35173304779080716
1,15938034,145,0.6483762020277117,0.6481895422305037,0.29675240405542347,1.0332432127927482,-0.9126606619025001,0,1,2,1,0.6483762020277117,0.35162379797228827
1,15938034,146,0.6481895422305037,0.6482918407057847,0.29637908446100747,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6481895422305037,0.35181045776949627
1,15938034,147,0.6482918407057847,0.6483907964336383,0.29658368141156943,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6482918407057847,0.3517081592942153
1,15938034,148,0.6483907964336383,0.6484865202556338,0.29678159286727657,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6483907964336383,0.3516092035663617
1,15938034,149,0.6484865202556338,0.6485791192351803,0.2969730405112676,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6484865202556338,0.3515134797443662
1,15938034,150,0.6485791192351803,0.6484207651223879,0.2971582384703606,1.0332432127927482,-0.9126606619025001,0,1,2,1,0.6485791192351803,0.3514208807648197
1,15938034,151,0.6484207651223879,0.6485074766904279,0.2968415302447758,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6484207651223879,0.3515792348776121
1,15938034,152,0.6485074766904279,0.6485913614542133,0.2970149533808557,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6485074766904279,0.35149252330957215
1,15938034,153,0.6485913614542133,0.6484478961219773,0.2971827229084265,1.0332432127927482,-0.9126606619025001,0,1,2,1,0.6485913614542133,0.35140863854578674
1,15938034,154,0.6484478961219773,0.6485264496334734,0.29689579224395457,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6484478961219773,0.3515521038780227
1,15938034,155,0.6485264496334734,0.6483921337900469,0.2970528992669468,1.0332432127927482,-0.9126606619025001,0,1,2,1,0.6485264496334734,0.3514735503665266
1,15938034,156,0.6483921337900469,0.6484656960801716,0.2967842675800938,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6483921337900469,0.3516078662099531
1,15938034,157,0.6484656960801716,0.6483399422574827,0.29693139216034314,1.0332432127927482,-0.9126606619025001,0,1,2,1,0.6484656960801716,0.35153430391982843
1,15938034,158,0.6483399422574827,0.6482182784146123,0.2966798845149654,1.0332432127927482,-0.9126606619025001,0,1,2,1,0.6483399422574827,0.3516600577425173
1,15938034,159,0.6482182784146123,0.6481005701529773,0.29643655682922465,1.0332432127927482,-0.9126606619025001,0,1,2,1,0.6482182784146123,0.3517817215853877
1,15938034,160,0.6481005701529773,0.6481651159061217,0.29620114030595457,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6481005701529773,0.3518994298470227
1,15938034,161,0.6481651159061217,0.6482275645140545,0.2963302318122434,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6481651159061217,0.3518348840938783
1,15938034,162,0.6482275645140545,0.6481209061132082,0.296455129028109,1.0332432127927482,-0.9126606619025001,0,1,2,1,0.6482275645140545,0.3517724354859455
1,15938034,163,0.6481209061132082,0.6480177109809946,0.2962418122264163,1.0332432127927482,-0.9126606619025001,0,1,2,1,0.6481209061132082,0.35187909388679184
1,15938034,164,0.6480177109809946,0.6480743197285497,0.2960354219619892,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6480177109809946,0.3519822890190054
1,15938034,165,0.6480743197285497,0.6481290914217194,0.29614863945709935,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6480743197285497,0.3519256802714503
1,15938034,166,0.6481290914217194,0.6480355783102499,0.29625818284343874,1.0332432127927482,-0.9126606619025001,0,1,2,1,0.6481290914217194,0.35187090857828063
1,15938034,167,0.6480355783102499,0.6479450982121482,0.2960711566204999,1.0332432127927482,-0.9126606619025001,0,1,2,1,0.6480355783102499,0.35196442168975006
1,15938034,168,0.6479450982121482,0.6479947483847196,0.29589019642429637,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6479450982121482,0.3520549017878518
1,15938034,169,0.6479947483847196,0.6479100231955659,0.2959894967694392,1.0332432127927482,-0.9126606619025001,0,1,2,1,0.6479947483847196,0.3520052516152804
1,15938034,170,0.6479100231955659,0.6478280439219828,0.2958200463911318,1.0332432127927482,-0.9126606619025001,0,1,2,1,0.6479100231955659,0.3520899768044341
1,15938034,171,0.6478280439219828,0.6478730517301156,0.2956560878439656,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6478280439219828,0.3521719560780172
1,15938034,172,0.6478730517301156,0.6479166015247659,0.2957461034602311,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6478730517301156,0.35212694826988444
1,15938034,173,0.6479166015247659,0.6479587408485105,0.29583320304953187,1.0332432127927482,-0.9126606619025001,1,1,2,1,0.6479166015247659,0.35208339847523407
