group,participant_index,ParticipantPrivateID,TrialNumber,alpha,beta,lambda,delta,eta,Vb_blue,signed_true,signed_instruction,TrueDirection,InstructedDirection,feedback
Implicit Unaware,1,11696510,50,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6796719713866562,0.3593439427733125,NA,1,NA,1
Implicit Unaware,1,11696510,51,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798015848855066,0.35960316977101314,NA,1,NA,1
Implicit Unaware,1,11696510,52,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6799168043494858,0.3598336086989715,NA,1,NA,1
Implicit Unaware,1,11696510,53,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6800192340080488,0.3600384680160975,NA,1,NA,0
Implicit Unaware,1,11696510,54,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798606400190054,0.35972128003801074,NA,1,NA,0
Implicit Unaware,1,11696510,55,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6797196373492753,0.35943927469855064,NA,1,NA,1
Implicit Unaware,1,11696510,56,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6797916928686267,0.35958338573725346,NA,1,NA,0
Implicit Unaware,1,11696510,57,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6796801968783962,0.3593603937567924,NA,1,NA,1
Implicit Unaware,1,11696510,58,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6797371848657643,0.3594743697315286,NA,1,NA,1
Implicit Unaware,1,11696510,59,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.679787858446242,0.359575716892484,NA,1,NA,1
Implicit Unaware,1,11696510,60,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798329183768272,0.3596658367536545,NA,1,NA,0
Implicit Unaware,1,11696510,61,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6797631777026353,0.35952635540527056,NA,1,NA,1
Implicit Unaware,1,11696510,62,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6797988173936327,0.35959763478726536,NA,1,NA,1
Implicit Unaware,1,11696510,63,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798305107509836,0.3596610215019671,NA,1,NA,0
Implicit Unaware,1,11696510,64,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6797814557758808,0.35956291155176157,NA,1,NA,1
Implicit Unaware,1,11696510,65,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798065240938335,0.35961304818766693,NA,1,NA,1
Implicit Unaware,1,11696510,66,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798288175481958,0.3596576350963916,NA,1,NA,1
Implicit Unaware,1,11696510,67,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798486435082142,0.35969728701642834,NA,1,NA,1
Implicit Unaware,1,11696510,68,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798662752513998,0.3597325505027995,NA,1,NA,1
Implicit Unaware,1,11696510,69,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.679881955754142,0.359763911508284,NA,1,NA,0
Implicit Unaware,1,11696510,70,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798576799137696,0.3597153598275391,NA,1,NA,1
Implicit Unaware,1,11696510,71,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.67987008309663,0.35974016619326,NA,1,NA,1
Implicit Unaware,1,11696510,72,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798811138890245,0.359762227778049,NA,1,NA,1
Implicit Unaware,1,11696510,73,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798909241959211,0.35978184839184224,NA,1,NA,0
Implicit Unaware,1,11696510,74,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798757355370302,0.35975147107406036,NA,1,NA,1
Implicit Unaware,1,11696510,75,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798834955366698,0.35976699107333965,NA,1,NA,0
Implicit Unaware,1,11696510,76,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798714814284059,0.35974296285681184,NA,1,NA,1
Implicit Unaware,1,11696510,77,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798776196545437,0.3597552393090875,NA,1,NA,1
Implicit Unaware,1,11696510,78,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.679883078829755,0.3597661576595099,NA,1,NA,0
Implicit Unaware,1,11696510,79,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798746268164128,0.3597492536328255,NA,1,NA,0
Implicit Unaware,1,11696510,80,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798671097828324,0.35973421956566476,NA,1,NA,0
Implicit Unaware,1,11696510,81,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798604242855878,0.3597208485711756,NA,1,NA,1
Implicit Unaware,1,11696510,82,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.679863840190688,0.35972768038137604,NA,1,NA,1
Implicit Unaware,1,11696510,83,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798668782380869,0.3597337564761738,NA,1,NA,1
Implicit Unaware,1,11696510,84,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798695802292998,0.35973916045859955,NA,1,NA,1
Implicit Unaware,1,11696510,85,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798719833406076,0.3597439666812152,NA,1,NA,0
Implicit Unaware,1,11696510,86,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.679868262881209,0.3597365257624181,NA,1,NA,0
Implicit Unaware,1,11696510,87,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798649539519832,0.3597299079039664,NA,1,NA,1
Implicit Unaware,1,11696510,88,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798666446126956,0.3597332892253913,NA,1,NA,0
Implicit Unaware,1,11696510,89,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798640271962298,0.3597280543924597,NA,1,NA,0
Implicit Unaware,1,11696510,90,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798616992936075,0.359723398587215,NA,1,NA,1
Implicit Unaware,1,11696510,91,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798628887248082,0.3597257774496163,NA,1,NA,1
Implicit Unaware,1,11696510,92,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798639465936769,0.35972789318735376,NA,1,NA,0
Implicit Unaware,1,11696510,93,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798623088517142,0.35972461770342834,NA,1,NA,1
Implicit Unaware,1,11696510,94,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798631456481187,0.35972629129623734,NA,1,NA,1
Implicit Unaware,1,11696510,95,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798638898879533,0.35972777977590664,NA,1,NA,1
Implicit Unaware,1,11696510,96,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798645518089751,0.3597291036179502,NA,1,NA,1
Implicit Unaware,1,11696510,97,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798651405164844,0.3597302810329688,NA,1,NA,0
Implicit Unaware,1,11696510,98,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798642291024976,0.3597284582049951,NA,1,NA,1
Implicit Unaware,1,11696510,99,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798646947829617,0.3597293895659235,NA,1,NA,0
Implicit Unaware,1,11696510,100,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798639738353406,0.35972794767068117,NA,1,NA,1
Implicit Unaware,1,11696510,101,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798643421988378,0.3597286843976757,NA,1,NA,1
Implicit Unaware,1,11696510,102,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798646698188973,0.3597293396377945,NA,1,NA,1
Implicit Unaware,1,11696510,103,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.679864961202059,0.35972992240411794,NA,1,NA,1
Implicit Unaware,1,11696510,104,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798652203563945,0.35973044071278903,NA,1,NA,0
Implicit Unaware,1,11696510,105,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798648191431494,0.3597296382862989,NA,1,NA,1
Implicit Unaware,1,11696510,106,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798650241400318,0.3597300482800636,NA,1,NA,0
Implicit Unaware,1,11696510,107,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798647067715062,0.35972941354301247,NA,1,NA,1
Implicit Unaware,1,11696510,108,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798648689286508,0.35972973785730167,NA,1,NA,1
Implicit Unaware,1,11696510,109,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.679865013150259,0.3597300263005181,NA,1,NA,0
Implicit Unaware,1,11696510,110,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798647898717006,0.35972957974340125,NA,1,NA,1
Implicit Unaware,1,11696510,111,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798649039542528,0.3597298079085056,NA,1,NA,0
Implicit Unaware,1,11696510,112,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.679864727335908,0.35972945467181594,NA,1,NA,0
Implicit Unaware,1,11696510,113,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798645702525564,0.35972914050511284,NA,1,NA,0
Implicit Unaware,1,11696510,114,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798644305435106,0.3597288610870213,NA,1,NA,1
Implicit Unaware,1,11696510,115,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798645019269258,0.35972900385385165,NA,1,NA,0
Implicit Unaware,1,11696510,116,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798643914139152,0.3597287828278304,NA,1,NA,1
Implicit Unaware,1,11696510,117,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798644478798197,0.3597288957596394,NA,1,NA,1
Implicit Unaware,1,11696510,118,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798644981002828,0.35972899620056564,NA,1,NA,1
Implicit Unaware,1,11696510,119,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798645427660861,0.3597290855321722,NA,1,NA,1
Implicit Unaware,1,11696510,120,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798645824916062,0.3597291649832124,NA,1,NA,1
Implicit Unaware,1,11696510,121,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798646178232665,0.3597292356465329,NA,1,NA,0
Implicit Unaware,1,11696510,122,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798645631241441,0.35972912624828823,NA,1,NA,1
Implicit Unaware,1,11696510,123,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798645910722931,0.35972918214458627,NA,1,NA,1
Implicit Unaware,1,11696510,124,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.679864615929225,0.35972923185844996,NA,1,NA,1
Implicit Unaware,1,11696510,125,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798646380368455,0.359729276073691,NA,1,NA,1
Implicit Unaware,1,11696510,126,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798646576992434,0.35972931539848685,NA,1,NA,1
Implicit Unaware,1,11696510,127,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.679864675186874,0.359729350373748,NA,1,NA,0
Implicit Unaware,1,11696510,128,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798646481131878,0.3597292962263756,NA,1,NA,1
Implicit Unaware,1,11696510,129,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798646619463029,0.3597293238926058,NA,1,NA,1
Implicit Unaware,1,11696510,130,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.679864674249401,0.359729348498802,NA,1,NA,1
Implicit Unaware,1,11696510,131,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798646851917103,0.35972937038342057,NA,1,NA,1
Implicit Unaware,1,11696510,132,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798646949237415,0.35972938984748293,NA,1,NA,1
Implicit Unaware,1,11696510,133,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798647035793576,0.35972940715871515,NA,1,NA,0
Implicit Unaware,1,11696510,134,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798646901790593,0.3597293803581185,NA,1,NA,1
Implicit Unaware,1,11696510,135,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798646970258494,0.3597293940516988,NA,1,NA,1
Implicit Unaware,1,11696510,136,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.679864703115348,0.35972940623069594,NA,1,NA,0
Implicit Unaware,1,11696510,137,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798646936878161,0.3597293873756322,NA,1,NA,1
Implicit Unaware,1,11696510,138,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798646985047486,0.35972939700949724,NA,1,NA,0
Implicit Unaware,1,11696510,139,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798646910473554,0.3597293820947107,NA,1,NA,0
Implicit Unaware,1,11696510,140,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798646844147898,0.3597293688295795,NA,1,NA,0
Implicit Unaware,1,11696510,141,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798646785158213,0.35972935703164266,NA,1,NA,0
Implicit Unaware,1,11696510,142,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798646732693104,0.3597293465386209,NA,1,NA,0
Implicit Unaware,1,11696510,143,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798646686030916,0.35972933720618316,NA,1,NA,1
Implicit Unaware,1,11696510,144,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798646709872642,0.35972934197452844,NA,1,NA,1
Implicit Unaware,1,11696510,145,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798646731077346,0.35972934621546915,NA,1,NA,1
Implicit Unaware,1,11696510,146,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798646749936695,0.3597293499873391,NA,1,NA,0
Implicit Unaware,1,11696510,147,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798646720739363,0.3597293441478726,NA,1,NA,1
Implicit Unaware,1,11696510,148,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798646735657541,0.35972934713150817,NA,1,NA,0
Implicit Unaware,1,11696510,149,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798646712561783,0.35972934251235666,NA,1,NA,1
Implicit Unaware,1,11696510,150,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798646724362403,0.35972934487248054,NA,1,NA,0
Implicit Unaware,1,11696510,151,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798646706093131,0.3597293412186262,NA,1,NA,1
Implicit Unaware,1,11696510,152,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798646715427691,0.35972934308553817,NA,1,NA,0
Implicit Unaware,1,11696510,153,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798646700976279,0.3597293401952557,NA,1,NA,1
Implicit Unaware,1,11696510,154,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798646708360129,0.35972934167202575,NA,1,NA,1
Implicit Unaware,1,11696510,155,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798646714927284,0.3597293429854569,NA,1,NA,1
Implicit Unaware,1,11696510,156,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.6798646720768079,0.3597293441536158,NA,1,NA,1
Implicit Unaware,1,11696510,157,0.6639655288960998,0.75052918413,0.06357901016444625,1.1243602415320404,-0.43118506122087,0.679864672596285,0.35972934519257005,NA,1,NA,1
