group,participant_index,ParticipantPrivateID,TrialNumber,delta,Vb_blue,V_true,belief_strength,feedback
Implicit Unaware,1,11696510,64,1.1243602415320404,0.6797814557758808,0.6797814557758808,0.35956291155176157,1
Implicit Unaware,1,11696510,65,1.1243602415320404,0.6798065240938335,0.6798065240938335,0.35961304818766693,1
Implicit Unaware,1,11696510,66,1.1243602415320404,0.6798288175481958,0.6798288175481958,0.3596576350963916,1
Implicit Unaware,1,11696510,67,1.1243602415320404,0.6798486435082142,0.6798486435082142,0.35969728701642834,1
Implicit Unaware,1,11696510,68,1.1243602415320404,0.6798662752513998,0.6798662752513998,0.3597325505027995,1
Implicit Unaware,1,11696510,69,1.1243602415320404,0.679881955754142,0.679881955754142,0.359763911508284,0
Implicit Unaware,1,11696510,70,1.1243602415320404,0.6798576799137696,0.6798576799137696,0.3597153598275391,1
Implicit Unaware,1,11696510,71,1.1243602415320404,0.67987008309663,0.67987008309663,0.35974016619326,1
Implicit Unaware,1,11696510,72,1.1243602415320404,0.6798811138890245,0.6798811138890245,0.359762227778049,1
Implicit Unaware,1,11696510,73,1.1243602415320404,0.6798909241959211,0.6798909241959211,0.35978184839184224,0
Implicit Unaware,1,11696510,74,1.1243602415320404,0.6798757355370302,0.6798757355370302,0.35975147107406036,1
Implicit Unaware,1,11696510,75,1.1243602415320404,0.6798834955366698,0.6798834955366698,0.35976699107333965,0
Implicit Unaware,1,11696510,76,1.1243602415320404,0.6798714814284059,0.6798714814284059,0.35974296285681184,1
Implicit Unaware,1,11696510,77,1.1243602415320404,0.6798776196545437,0.6798776196545437,0.3597552393090875,1
Implicit Unaware,1,11696510,78,1.1243602415320404,0.679883078829755,0.679883078829755,0.3597661576595099,0
Implicit Unaware,1,11696510,79,1.1243602415320404,0.6798746268164128,0.6798746268164128,0.3597492536328255,0
Implicit Unaware,1,11696510,80,1.1243602415320404,0.6798671097828324,0.6798671097828324,0.35973421956566476,0
Implicit Unaware,1,11696510,81,1.1243602415320404,0.6798604242855878,0.6798604242855878,0.3597208485711756,1
Implicit Unaware,1,11696510,82,1.1243602415320404,0.679863840190688,0.679863840190688,0.35972768038137604,1
Implicit Unaware,1,11696510,83,1.1243602415320404,0.6798668782380869,0.6798668782380869,0.3597337564761738,1
Implicit Unaware,1,11696510,84,1.1243602415320404,0.6798695802292998,0.6798695802292998,0.35973916045859955,1
Implicit Unaware,1,11696510,85,1.1243602415320404,0.6798719833406076,0.6798719833406076,0.3597439666812152,0
Implicit Unaware,1,11696510,86,1.1243602415320404,0.679868262881209,0.679868262881209,0.3597365257624181,0
Implicit Unaware,1,11696510,87,1.1243602415320404,0.6798649539519832,0.6798649539519832,0.3597299079039664,1
Implicit Unaware,1,11696510,88,1.1243602415320404,0.6798666446126956,0.6798666446126956,0.3597332892253913,0
Implicit Unaware,1,11696510,89,1.1243602415320404,0.6798640271962298,0.6798640271962298,0.3597280543924597,0
Implicit Unaware,1,11696510,90,1.1243602415320404,0.6798616992936075,0.6798616992936075,0.359723398587215,1
Implicit Unaware,1,11696510,91,1.1243602415320404,0.6798628887248082,0.6798628887248082,0.3597257774496163,1
Implicit Unaware,1,11696510,92,1.1243602415320404,0.6798639465936769,0.6798639465936769,0.35972789318735376,0
Implicit Unaware,1,11696510,93,1.1243602415320404,0.6798623088517142,0.6798623088517142,0.35972461770342834,1
Implicit Unaware,1,11696510,94,1.1243602415320404,0.6798631456481187,0.6798631456481187,0.35972629129623734,1
Implicit Unaware,1,11696510,95,1.1243602415320404,0.6798638898879533,0.6798638898879533,0.35972777977590664,1
Implicit Unaware,1,11696510,96,1.1243602415320404,0.6798645518089751,0.6798645518089751,0.3597291036179502,1
Implicit Unaware,1,11696510,97,1.1243602415320404,0.6798651405164844,0.6798651405164844,0.3597302810329688,0
Implicit Unaware,1,11696510,98,1.1243602415320404,0.6798642291024976,0.6798642291024976,0.3597284582049951,1
Implicit Unaware,1,11696510,99,1.1243602415320404,0.6798646947829617,0.6798646947829617,0.3597293895659235,0
Implicit Unaware,1,11696510,100,1.1243602415320404,0.6798639738353406,0.6798639738353406,0.35972794767068117,1
Implicit Unaware,1,11696510,101,1.1243602415320404,0.6798643421988378,0.6798643421988378,0.3597286843976757,1
Implicit Unaware,1,11696510,102,1.1243602415320404,0.6798646698188973,0.6798646698188973,0.3597293396377945,1
Implicit Unaware,1,11696510,103,1.1243602415320404,0.679864961202059,0.679864961202059,0.35972992240411794,1
Implicit Unaware,1,11696510,104,1.1243602415320404,0.6798652203563945,0.6798652203563945,0.35973044071278903,0
Implicit Unaware,1,11696510,105,1.1243602415320404,0.6798648191431494,0.6798648191431494,0.3597296382862989,1
Implicit Unaware,1,11696510,106,1.1243602415320404,0.6798650241400318,0.6798650241400318,0.3597300482800636,0
Implicit Unaware,1,11696510,107,1.1243602415320404,0.6798647067715062,0.6798647067715062,0.35972941354301247,1
Implicit Unaware,1,11696510,108,1.1243602415320404,0.6798648689286508,0.6798648689286508,0.35972973785730167,1
Implicit Unaware,1,11696510,109,1.1243602415320404,0.679865013150259,0.679865013150259,0.3597300263005181,0
Implicit Unaware,1,11696510,110,1.1243602415320404,0.6798647898717006,0.6798647898717006,0.35972957974340125,1
Implicit Unaware,1,11696510,111,1.1243602415320404,0.6798649039542528,0.6798649039542528,0.3597298079085056,0
Implicit Unaware,1,11696510,112,1.1243602415320404,0.679864727335908,0.679864727335908,0.35972945467181594,0
Implicit Unaware,1,11696510,113,1.1243602415320404,0.6798645702525564,0.6798645702525564,0.35972914050511284,0
Implicit Unaware,1,11696510,114,1.1243602415320404,0.6798644305435106,0.6798644305435106,0.3597288610870213,1
Implicit Unaware,1,11696510,115,1.1243602415320404,0.6798645019269258,0.6798645019269258,0.35972900385385165,0
Implicit Unaware,1,11696510,116,1.1243602415320404,0.6798643914139152,0.6798643914139152,0.3597287828278304,1
Implicit Unaware,1,11696510,117,1.1243602415320404,0.6798644478798197,0.6798644478798197,0.3597288957596394,1
Implicit Unaware,1,11696510,118,1.1243602415320404,0.6798644981002828,0.6798644981002828,0.35972899620056564,1
Implicit Unaware,1,11696510,119,1.1243602415320404,0.6798645427660861,0.6798645427660861,0.3597290855321722,1
Implicit Unaware,1,11696510,120,1.1243602415320404,0.6798645824916062,0.6798645824916062,0.3597291649832124,1
Implicit Unaware,1,11696510,121,1.1243602415320404,0.6798646178232665,0.6798646178232665,0.3597292356465329,0
Implicit Unaware,1,11696510,122,1.1243602415320404,0.6798645631241441,0.6798645631241441,0.35972912624828823,1
Implicit Unaware,1,11696510,123,1.1243602415320404,0.6798645910722931,0.6798645910722931,0.35972918214458627,1
Implicit Unaware,1,11696510,124,1.1243602415320404,0.679864615929225,0.679864615929225,0.35972923185844996,1
Implicit Unaware,1,11696510,125,1.1243602415320404,0.6798646380368455,0.6798646380368455,0.359729276073691,1
Implicit Unaware,1,11696510,126,1.1243602415320404,0.6798646576992434,0.6798646576992434,0.35972931539848685,1
Implicit Unaware,1,11696510,127,1.1243602415320404,0.679864675186874,0.679864675186874,0.359729350373748,0
Implicit Unaware,1,11696510,128,1.1243602415320404,0.6798646481131878,0.6798646481131878,0.3597292962263756,1
Implicit Unaware,1,11696510,129,1.1243602415320404,0.6798646619463029,0.6798646619463029,0.3597293238926058,1
Implicit Unaware,1,11696510,130,1.1243602415320404,0.679864674249401,0.679864674249401,0.359729348498802,1
Implicit Unaware,1,11696510,131,1.1243602415320404,0.6798646851917103,0.6798646851917103,0.35972937038342057,1
Implicit Unaware,1,11696510,132,1.1243602415320404,0.6798646949237415,0.6798646949237415,0.35972938984748293,1
Implicit Unaware,1,11696510,133,1.1243602415320404,0.6798647035793576,0.6798647035793576,0.35972940715871515,0
Implicit Unaware,1,11696510,134,1.1243602415320404,0.6798646901790593,0.6798646901790593,0.3597293803581185,1
Implicit Unaware,1,11696510,135,1.1243602415320404,0.6798646970258494,0.6798646970258494,0.3597293940516988,1
Implicit Unaware,1,11696510,136,1.1243602415320404,0.679864703115348,0.679864703115348,0.35972940623069594,0
Implicit Unaware,1,11696510,137,1.1243602415320404,0.6798646936878161,0.6798646936878161,0.3597293873756322,1
Implicit Unaware,1,11696510,138,1.1243602415320404,0.6798646985047486,0.6798646985047486,0.35972939700949724,0
Implicit Unaware,1,11696510,139,1.1243602415320404,0.6798646910473554,0.6798646910473554,0.3597293820947107,0
Implicit Unaware,1,11696510,140,1.1243602415320404,0.6798646844147898,0.6798646844147898,0.3597293688295795,0
Implicit Unaware,1,11696510,141,1.1243602415320404,0.6798646785158213,0.6798646785158213,0.35972935703164266,0
Implicit Unaware,1,11696510,142,1.1243602415320404,0.6798646732693104,0.6798646732693104,0.3597293465386209,0
Implicit Unaware,1,11696510,143,1.1243602415320404,0.6798646686030916,0.6798646686030916,0.35972933720618316,1
Implicit Unaware,1,11696510,144,1.1243602415320404,0.6798646709872642,0.6798646709872642,0.35972934197452844,1
Implicit Unaware,1,11696510,145,1.1243602415320404,0.6798646731077346,0.6798646731077346,0.35972934621546915,1
Implicit Unaware,1,11696510,146,1.1243602415320404,0.6798646749936695,0.6798646749936695,0.3597293499873391,0
Implicit Unaware,1,11696510,147,1.1243602415320404,0.6798646720739363,0.6798646720739363,0.3597293441478726,1
Implicit Unaware,1,11696510,148,1.1243602415320404,0.6798646735657541,0.6798646735657541,0.35972934713150817,0
Implicit Unaware,1,11696510,149,1.1243602415320404,0.6798646712561783,0.6798646712561783,0.35972934251235666,1
Implicit Unaware,1,11696510,150,1.1243602415320404,0.6798646724362403,0.6798646724362403,0.35972934487248054,0
Implicit Unaware,1,11696510,151,1.1243602415320404,0.6798646706093131,0.6798646706093131,0.3597293412186262,1
Implicit Unaware,1,11696510,152,1.1243602415320404,0.6798646715427691,0.6798646715427691,0.35972934308553817,0
Implicit Unaware,1,11696510,153,1.1243602415320404,0.6798646700976279,0.6798646700976279,0.3597293401952557,1
Implicit Unaware,1,11696510,154,1.1243602415320404,0.6798646708360129,0.6798646708360129,0.35972934167202575,1
Implicit Unaware,1,11696510,155,1.1243602415320404,0.6798646714927284,0.6798646714927284,0.3597293429854569,1
Implicit Unaware,1,11696510,156,1.1243602415320404,0.6798646720768079,0.6798646720768079,0.3597293441536158,1
Implicit Unaware,1,11696510,157,1.1243602415320404,0.679864672596285,0.679864672596285,0.35972934519257005,1
Implicit Unaware,1,11696510,158,1.1243602415320404,0.6798646730583052,0.6798646730583052,0.35972934611661045,1
Implicit Unaware,1,11696510,159,1.1243602415320404,0.6798646734692236,0.6798646734692236,0.35972934693844727,0
Implicit Unaware,1,11696510,160,1.1243602415320404,0.6798646728330554,0.6798646728330554,0.3597293456661108,1
Implicit Unaware,1,11696510,161,1.1243602415320404,0.6798646731581012,0.6798646731581012,0.35972934631620235,1
Implicit Unaware,1,11696510,162,1.1243602415320404,0.679864673447195,0.679864673447195,0.35972934689439007,0
Implicit Unaware,1,11696510,163,1.1243602415320404,0.6798646729996308,0.6798646729996308,0.35972934599926165,0
Implicit Unaware,1,11696510,164,1.1243602415320404,0.6798646726015695,0.6798646726015695,0.35972934520313893,0
Implicit Unaware,1,11696510,165,1.1243602415320404,0.6798646722475359,0.6798646722475359,0.35972934449507177,1
Implicit Unaware,1,11696510,166,1.1243602415320404,0.6798646724284269,0.6798646724284269,0.3597293448568537,0
Implicit Unaware,1,11696510,167,1.1243602415320404,0.6798646721483782,0.6798646721483782,0.3597293442967564,1
Implicit Unaware,1,11696510,168,1.1243602415320404,0.6798646722914671,0.6798646722914671,0.35972934458293415,0
Implicit Unaware,1,11696510,169,1.1243602415320404,0.6798646720699423,0.6798646720699423,0.35972934413988455,1
Implicit Unaware,1,11696510,170,1.1243602415320404,0.6798646721831288,0.6798646721831288,0.3597293443662577,1
Implicit Unaware,1,11696510,171,1.1243602415320404,0.6798646722837964,0.6798646722837964,0.35972934456759287,0
Implicit Unaware,1,11696510,172,1.1243602415320404,0.6798646721279467,0.6798646721279467,0.3597293442558933,1
Implicit Unaware,1,11696510,173,1.1243602415320404,0.6798646722075771,0.6798646722075771,0.35972934441515414,1
Implicit Unaware,1,11696510,174,1.1243602415320404,0.6798646722783999,0.6798646722783999,0.3597293445567997,0
Implicit Unaware,1,11696510,175,1.1243602415320404,0.6798646721687547,0.6798646721687547,0.35972934433750936,1
Implicit Unaware,1,11696510,176,1.1243602415320404,0.6798646722247772,0.6798646722247772,0.3597293444495544,1
Implicit Unaware,1,11696510,177,1.1243602415320404,0.6798646722746032,0.6798646722746032,0.35972934454920646,1
Implicit Unaware,1,11696510,178,1.1243602415320404,0.6798646723189182,0.6798646723189182,0.35972934463783646,1
Implicit Unaware,1,11696510,179,1.1243602415320404,0.6798646723583318,0.6798646723583318,0.3597293447166636,1
Implicit Unaware,1,11696510,180,1.1243602415320404,0.6798646723933861,0.6798646723933861,0.3597293447867722,1
Implicit Unaware,1,11696510,181,1.1243602415320404,0.6798646724245632,0.6798646724245632,0.35972934484912633,0
Implicit Unaware,1,11696510,182,1.1243602415320404,0.6798646723762961,0.6798646723762961,0.3597293447525922,1
Implicit Unaware,1,11696510,183,1.1243602415320404,0.6798646724009578,0.6798646724009578,0.35972934480191565,1
Implicit Unaware,1,11696510,184,1.1243602415320404,0.6798646724228918,0.6798646724228918,0.35972934484578367,1
Implicit Unaware,1,11696510,185,1.1243602415320404,0.6798646724423999,0.6798646724423999,0.3597293448847998,1
Implicit Unaware,1,11696510,186,1.1243602415320404,0.6798646724597501,0.6798646724597501,0.35972934491950026,1
Implicit Unaware,1,11696510,187,1.1243602415320404,0.6798646724751815,0.6798646724751815,0.3597293449503629,0
Implicit Unaware,1,11696510,188,1.1243602415320404,0.6798646724512915,0.6798646724512915,0.3597293449025829,0
Implicit Unaware,1,11696510,189,1.1243602415320404,0.6798646724300436,0.6798646724300436,0.3597293448600871,0
Implicit Unaware,1,11696510,190,1.1243602415320404,0.679864672411146,0.679864672411146,0.359729344822292,1
Implicit Unaware,1,11696510,191,1.1243602415320404,0.6798646724208016,0.6798646724208016,0.35972934484160324,1
Implicit Unaware,1,11696510,192,1.1243602415320404,0.6798646724293892,0.6798646724293892,0.3597293448587784,0
Implicit Unaware,1,11696510,193,1.1243602415320404,0.679864672416094,0.679864672416094,0.3597293448321881,1
Implicit Unaware,1,11696510,194,1.1243602415320404,0.6798646724228873,0.6798646724228873,0.35972934484577457,1
Implicit Unaware,1,11696510,195,1.1243602415320404,0.6798646724289289,0.6798646724289289,0.3597293448578578,1
Implicit Unaware,1,11696510,196,1.1243602415320404,0.6798646724343023,0.6798646724343023,0.35972934486860453,1
Implicit Unaware,1,11696510,197,1.1243602415320404,0.6798646724390814,0.6798646724390814,0.3597293448781629,1
Implicit Unaware,1,11696510,198,1.1243602415320404,0.6798646724433319,0.6798646724433319,0.35972934488666386,0
Implicit Unaware,1,11696510,199,1.1243602415320404,0.6798646724367514,0.6798646724367514,0.35972934487350283,1
Implicit Unaware,1,11696510,200,1.1243602415320404,0.6798646724401137,0.6798646724401137,0.35972934488022745,0
Implicit Unaware,1,11696510,201,1.1243602415320404,0.6798646724349084,0.6798646724349084,0.3597293448698169,1
Implicit Unaware,1,11696510,202,1.1243602415320404,0.6798646724375681,0.6798646724375681,0.3597293448751362,1
Implicit Unaware,1,11696510,203,1.1243602415320404,0.6798646724399335,0.6798646724399335,0.3597293448798671,1
Implicit Unaware,1,11696510,204,1.1243602415320404,0.6798646724420373,0.6798646724420373,0.3597293448840746,1
Implicit Unaware,1,11696510,205,1.1243602415320404,0.6798646724439085,0.6798646724439085,0.35972934488781694,0
Implicit Unaware,1,11696510,206,1.1243602415320404,0.6798646724410116,0.6798646724410116,0.35972934488202313,0
Implicit Unaware,1,11696510,207,1.1243602415320404,0.6798646724384352,0.6798646724384352,0.35972934487687036,1
Implicit Unaware,1,11696510,208,1.1243602415320404,0.6798646724397516,0.6798646724397516,0.35972934487950314,0
Implicit Unaware,1,11696510,209,1.1243602415320404,0.6798646724377136,0.6798646724377136,0.3597293448754273,0
Implicit Unaware,1,11696510,210,1.1243602415320404,0.6798646724359011,0.6798646724359011,0.3597293448718022,1
Implicit Unaware,1,11696510,211,1.1243602415320404,0.6798646724368272,0.6798646724368272,0.3597293448736545,0
Implicit Unaware,1,11696510,212,1.1243602415320404,0.6798646724353934,0.6798646724353934,0.3597293448707868,0
Implicit Unaware,1,11696510,213,1.1243602415320404,0.6798646724341182,0.6798646724341182,0.3597293448682364,1
Implicit Unaware,1,11696510,214,1.1243602415320404,0.6798646724347698,0.6798646724347698,0.35972934486953956,1
Implicit Unaware,1,11696510,215,1.1243602415320404,0.6798646724353492,0.6798646724353492,0.3597293448706984,1
Implicit Unaware,1,11696510,216,1.1243602415320404,0.6798646724358647,0.6798646724358647,0.35972934487172936,1
Implicit Unaware,1,11696510,217,1.1243602415320404,0.6798646724363231,0.6798646724363231,0.3597293448726462,1
Implicit Unaware,1,11696510,218,1.1243602415320404,0.6798646724367308,0.6798646724367308,0.35972934487346153,0
Implicit Unaware,1,11696510,219,1.1243602415320404,0.6798646724360996,0.6798646724360996,0.3597293448721992,1
Implicit Unaware,1,11696510,220,1.1243602415320404,0.679864672436422,0.679864672436422,0.359729344872844,1
Implicit Unaware,1,11696510,221,1.1243602415320404,0.679864672436709,0.679864672436709,0.359729344873418,0
Implicit Unaware,1,11696510,222,1.1243602415320404,0.6798646724362649,0.6798646724362649,0.35972934487252983,1
Implicit Unaware,1,11696510,223,1.1243602415320404,0.6798646724364918,0.6798646724364918,0.3597293448729837,1
Implicit Unaware,1,11696510,224,1.1243602415320404,0.6798646724366936,0.6798646724366936,0.35972934487338715,1
Implicit Unaware,1,11696510,225,1.1243602415320404,0.679864672436873,0.679864672436873,0.35972934487374597,1
Implicit Unaware,1,11696510,226,1.1243602415320404,0.6798646724370326,0.6798646724370326,0.35972934487406527,0
Implicit Unaware,1,11696510,227,1.1243602415320404,0.6798646724367856,0.6798646724367856,0.3597293448735712,1
Implicit Unaware,1,11696510,228,1.1243602415320404,0.6798646724369117,0.6798646724369117,0.35972934487382346,1
Implicit Unaware,1,11696510,229,1.1243602415320404,0.6798646724370241,0.6798646724370241,0.3597293448740482,1
Implicit Unaware,1,11696510,230,1.1243602415320404,0.6798646724371241,0.6798646724371241,0.35972934487424824,1
Implicit Unaware,1,11696510,231,1.1243602415320404,0.6798646724372128,0.6798646724372128,0.35972934487442565,0
Implicit Unaware,1,11696510,232,1.1243602415320404,0.6798646724370754,0.6798646724370754,0.35972934487415076,0
Implicit Unaware,1,11696510,233,1.1243602415320404,0.6798646724369531,0.6798646724369531,0.3597293448739063,1
Implicit Unaware,1,11696510,234,1.1243602415320404,0.6798646724370155,0.6798646724370155,0.3597293448740311,0
Implicit Unaware,1,11696510,235,1.1243602415320404,0.6798646724369187,0.6798646724369187,0.35972934487383745,1
Implicit Unaware,1,11696510,236,1.1243602415320404,0.6798646724369682,0.6798646724369682,0.3597293448739365,0
Implicit Unaware,1,11696510,237,1.1243602415320404,0.6798646724368916,0.6798646724368916,0.3597293448737833,0
Implicit Unaware,1,11696510,238,1.1243602415320404,0.6798646724368236,0.6798646724368236,0.35972934487364716,1
Implicit Unaware,1,11696510,239,1.1243602415320404,0.6798646724368583,0.6798646724368583,0.35972934487371666,1
Implicit Unaware,1,11696510,240,1.1243602415320404,0.6798646724368893,0.6798646724368893,0.3597293448737786,1
Implicit Unaware,2,11696542,1,1.2007428301511438,0.5,0.5,0,1
Implicit Unaware,2,11696542,2,1.2007428301511438,0.6666666666666666,0.6666666666666666,0.33333333333333326,0
Implicit Unaware,2,11696542,3,1.2007428301511438,0.523893730022021,0.523893730022021,0.047787460044041996,0
Implicit Unaware,2,11696542,4,1.2007428301511438,0.4327464806944821,0.4327464806944821,0.13450703861103575,1
Implicit Unaware,2,11696542,5,1.2007428301511438,0.506013561140424,0.506013561140424,0.012027122280847902,1
Implicit Unaware,2,11696542,6,1.2007428301511438,0.5585289842395654,0.5585289842395654,0.11705796847913086,1
Implicit Unaware,2,11696542,7,1.2007428301511438,0.597443431055674,0.597443431055674,0.19488686211134798,0
Implicit Unaware,2,11696542,8,1.2007428301511438,0.560086528581358,0.560086528581358,0.12017305716271598,0
Implicit Unaware,2,11696542,9,1.2007428301511438,0.5311848377053617,0.5311848377053617,0.06236967541072347,1
Implicit Unaware,2,11696542,10,1.2007428301511438,0.5522355732562669,0.5522355732562669,0.10447114651253386,1
Implicit Unaware,2,11696542,11,1.2007428301511438,0.5689438770985333,0.5689438770985333,0.13788775419706667,1
Implicit Unaware,2,11696542,12,1.2007428301511438,0.5823242468869702,0.5823242468869702,0.1646484937739403,1
Implicit Unaware,2,11696542,13,1.2007428301511438,0.5931162191808739,0.5931162191808739,0.18623243836174774,0
Implicit Unaware,2,11696542,14,1.2007428301511438,0.5821653406476284,0.5821653406476284,0.16433068129525674,0
